id,product_id,image_url,is_primary,display_order
f92e95a4-f74d-45a3-8268-a6ff446903ec,4317729a-38f9-4df3-999f-ec671b886770,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/y6cxophr31h.jpeg,true,0
aac01682-9728-4c9d-9987-582d12a28153,4317729a-38f9-4df3-999f-ec671b886770,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/dzmkwttj8wb.jpeg,false,1
1d9f3033-4c74-4ee4-adb7-58d57c76baaa,df7d62c7-2862-4c80-9d80-0cf1c8fdabbd,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/ob6qt8u1uq.jpeg,true,0
d8173138-23ab-4d1a-b6fd-bc12b0c5e514,648a1268-d0c5-4fac-adfb-2c1d3ed63d88,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/f8yqvowb0ik.jpeg,true,0
2264bc8b-1d78-4e68-bae5-6538b39146c8,648a1268-d0c5-4fac-adfb-2c1d3ed63d88,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/7vwcjk0q9j9.jpeg,false,1
8efa2249-cb68-4a9f-a5bd-a7b6067442e0,648a1268-d0c5-4fac-adfb-2c1d3ed63d88,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/3x6stgs1jvo.jpeg,false,2
76354bd3-175f-4ff0-a013-b8033be2f348,811fe3e6-20cf-471f-a45d-4b3d142528f7,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/742f35aqtfw.jpeg,true,0
e00813ba-3c76-4d8e-bea8-5e3413950831,fe9f3569-a28e-4962-97d7-683e8728061a,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/1bxhdzb8sfoj.jpeg,true,0
e6fca949-15a7-4a78-860c-e53282c1f65b,c5f1d113-7567-44f3-8a9b-f8ced96b0087,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/zxthdvy5ol.jpeg,true,0
c99c4527-0b7e-4e36-a9f9-a60bffbc7ca3,c5f1d113-7567-44f3-8a9b-f8ced96b0087,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/8fsq0hlx13.jpeg,false,1
d4a1b962-96ae-432a-a2b9-1bdb970362b1,c5f1d113-7567-44f3-8a9b-f8ced96b0087,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/mi8cuy6nsfq.jpeg,false,2
5b3b1307-9de8-487f-b74b-2e2726673914,f269bfe5-55b6-48f1-bd58-e83869d14d81,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/0472fdesokta.jpeg,false,1
92465bfc-0ebd-4ed7-ab10-288e75519551,9aae3cfb-47dd-476e-a69f-ec9fb4ffbc84,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/s7g7wuk03f.jpeg,true,0
e97f19f8-f71a-4fa9-b9b3-bba8a7dc7dbf,9aae3cfb-47dd-476e-a69f-ec9fb4ffbc84,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/qvd79tlt2bq.jpeg,false,1
48eadb8f-f8b5-43e6-8828-148b9a73c677,ff9776d9-76c1-4f9d-a8cf-0501c79e2e80,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/mjkcbgamhr.jpeg,true,0
3bddf46d-be26-4027-8f6c-d87ee1294cbb,ff9776d9-76c1-4f9d-a8cf-0501c79e2e80,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/xc8qy12qcyg.jpeg,false,1
0c5e7385-bb98-4733-9711-778bb46ba5fb,ff9776d9-76c1-4f9d-a8cf-0501c79e2e80,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/i70catvyiw.jpeg,false,2
dfc7f1b7-3d3e-4134-9559-7f256a711b31,9ac14466-4097-4bcb-9fa7-0c602d61c754,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/10iq9mlgetsr.jpeg,true,0
9e7f0ec6-ffa5-4ac6-8ee7-2c8268ecd2d6,d6fbe0b1-40cc-4088-9e40-a14a38a15b29,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/cec68rctax7.jpeg,false,2
f62608a9-3887-404c-8f57-3a5728668722,d6fbe0b1-40cc-4088-9e40-a14a38a15b29,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/lemeyr5mhy8.jpeg,false,3
a886ff74-0efe-4af9-a0fa-7163567866ba,ae637e07-2c9a-4a97-af69-49d67bbe91a8,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/u8ijr76qhag.jpeg,true,0
