pack_id,product_id,quantity
3cf97357-cad7-4c8c-9e77-3d8a7324f93e,bcfc02fa-8997-4d14-9b22-f0c6c29d8327,1
3cf97357-cad7-4c8c-9e77-3d8a7324f93e,f269bfe5-55b6-48f1-bd58-e83869d14d81,1
383c17fe-78a0-4fba-973a-314de01f7c79,648a1268-d0c5-4fac-adfb-2c1d3ed63d88,1
383c17fe-78a0-4fba-973a-314de01f7c79,811fe3e6-20cf-471f-a45d-4b3d142528f7,1
