id,name_fr,name_ar,description_fr,description_ar,price,original_price,image_url,is_active,is_sold_out,savings,created_at,updated_at
38d5f547-8ac4-440f-9b91-e0224c8ce388,CAFTAN BRIDAL,null,null,null,18700.00,null,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/packs/gnu8gvsh1j.jpeg,true,false,0.00,2026-04-06 15:45:55.642859+00,2026-04-06 15:45:55.642859+00
3cf97357-cad7-4c8c-9e77-3d8a7324f93e,"BRIDAL CAFTAN ",null,null,"• قفطان مع وشاح واكسسوارات متناسقة مع القفطان✨
مثالي للمناسبات، الخطوبة، أو حتى إطلالة راقية في البيت
• متوفر في المقاسات (من 36 حتى 50)
 • التوصيل متوفر لجميع الولايات مع إمكانية فتح الطلبية قبل الدفع",21000.00,21200.00,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/packs/v1irr595ph9.jpeg,true,false,200.00,2026-04-04 17:38:48.858171+00,2026-04-25 20:00:18.306775+00
383c17fe-78a0-4fba-973a-314de01f7c79,CAFTAN BRIDAL,null,null,null,24500.00,24900.00,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/packs/c9v8yersi2d.jpeg,true,false,400.00,2026-04-06 15:42:42.940358+00,2026-04-25 20:00:53.686343+00
f7db607e-3615-4c4d-84e0-42c8ea96feb0,CAFTAN BRIDAL,null,null,null,22000.00,22400.00,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/packs/g0njn4vg8mq.jpeg,true,false,400.00,2026-04-06 15:47:11.143893+00,2026-04-25 20:02:02.842877+00
