id,order_id,product_id,pack_id,product_name,product_image,quantity,size,color,price_at_purchase
e2ad44a0-b4de-48ac-ad08-e6e33029be1f,6a7c2caa-ccbb-4ad6-9673-fd99cb93be9e,,38d5f547-8ac4-440f-9b91-e0224c8ce388,CAFTAN BRIDAL,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/packs/gnu8gvsh1j.jpeg,1,,,18700.00
e7b28aac-d613-4e27-8023-d15e1b2f9f02,00184baa-e5f3-4a47-8051-a0eebeaa5ac1,648a1268-d0c5-4fac-adfb-2c1d3ed63d88,,WERD,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/f8yqvowb0ik.jpeg,1,44,Blanc,19900.00
e8db8b30-9186-431e-ab30-a7f8c76fc2b6,827f6ead-f952-485f-9241-b9468e72a984,e37e3fbd-a832-4c44-b2e1-eddd23f795b9,,DIAMANTINA,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/zuf1iujn2eg.jpeg,1,38,,19900.00
e97d092c-4855-4a26-b1fc-593044f09a9c,f468f160-782e-4801-81af-a61ffdfcf21b,f269bfe5-55b6-48f1-bd58-e83869d14d81,,GHARAM,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/8pw9xgbofxx.jpeg,1,42,Ivoire,16900.00
e9a722a3-8a22-49d5-b0bf-37f7caeec547,a70f4d05-0700-4c1d-86c5-f1d4b9ca04b6,53bb0e71-69f4-4a3d-acb1-cafd7c81f52c,,RYM,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/a3y5rcgtch.jpeg,1,42,Blanc,13900.00
eb0af3eb-2b58-4575-9efc-78175815c841,c0d41109-508d-4a08-8a56-7fc07821b972,648a1268-d0c5-4fac-adfb-2c1d3ed63d88,,WERD,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/f8yqvowb0ik.jpeg,1,38,Ivoire,19900.00
ec355acc-a868-415d-a823-e0479d2cc5a6,96984324-d987-490e-8130-7547f438ce9d,648a1268-d0c5-4fac-adfb-2c1d3ed63d88,,WERD,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/f8yqvowb0ik.jpeg,1,44,Blanc,19900.00
ee407913-7f15-4447-9b85-4a78cb230079,05bf2d70-88d2-4077-90c2-ee92a947922b,ae637e07-2c9a-4a97-af69-49d67bbe91a8,,"CEINTURES DORÉES ",https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/g361a0vmyra.jpeg,1,Modèle 4,,1200.00
ef9e9904-8936-4242-9709-be2a1f7bb611,e9fef9f9-c925-40a6-87b1-00cc9d9458f3,ae637e07-2c9a-4a97-af69-49d67bbe91a8,,"CEINTURES DORÉES ",https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/g361a0vmyra.jpeg,1,Modèle 6,,950.00
f0177b93-bc14-43d4-83d6-7cc186544129,3aa8bfde-a07d-431f-8673-9199c4f0b542,648a1268-d0c5-4fac-adfb-2c1d3ed63d88,,WERD,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/f8yqvowb0ik.jpeg,1,46,Ivoire,19900.00
f8f6256c-0c8a-4fb5-bf59-33667d8a3102,6a7c2caa-ccbb-4ad6-9673-fd99cb93be9e,fbe0e28d-9f94-4c57-82bb-452d3bbb274d,,FIROUS,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/e7yrfgkvyug.jpeg,1,,,2500.00
fe4c737b-ef35-4e6f-a7c0-12b07bd9ae98,ccfecd19-241a-43b5-8991-e0e894ed5b9f,4d73c702-3405-4827-9966-ab564134c71b,,LOVE,https://nsjyyivbpyexqvywymaz.supabase.co/storage/v1/object/public/caftan-images/products/f6x92lvlpcg.jpeg,1,36,Ivoire,17900.00
